sample_id,timestamp_utc,month_block,segment_id,source_dataset,altitude_km,latitude_deg,longitude_deg,residual_mGs,Bx_model_nT,By_model_nT,Bz_model_nT,B_model_nT,B_model_mGs,B_teaching_mGs,is_anomaly,anomaly_type,anomaly_id,quality_flag
664,2026-01-12 11:51:20,2026-01,segment_1,200_stab,506.95803125,-61.257877,-77.021366,77.3004516256156,15138.0880635584,5288.64649687162,-25739.5778106714,30325.8529617969,303.258529617969,380.558981243585,0,normal,,normal_semisynthetic
665,2026-01-12 11:51:30,2026-01,segment_1,200_stab,506.8199375,-60.651233,-77.40387,119.150950010896,15179.8235257264,5270.60839876396,-25441.1170956661,30090.8091323699,300.908091323699,420.059041334595,0,normal,,normal_semisynthetic
666,2026-01-12 11:51:40,2026-01,segment_1,200_stab,506.674125,-60.038182,-77.777078,99.2829666522624,15220.7723445309,5250.5975562789,-25140.3594509753,29854.2854341932,298.542854341932,397.825820994195,0,normal,,normal_semisynthetic
667,2026-01-12 11:52:00,2026-01,segment_1,200_stab,506.3665625,-58.820394,-78.481927,103.017569177515,15298.6314163694,5206.0326606464,-24546.2231768829,29388.2284516605,293.882284516605,396.899853694121,0,normal,,normal_semisynthetic
668,2026-01-12 11:52:20,2026-01,segment_1,200_stab,506.03259375,-57.590263,-79.149489,90.5652459801993,15373.053592597,5155.22588377375,-23951.6671425485,28923.8567549528,289.238567549528,379.803813529727,0,normal,,normal_semisynthetic
669,2026-01-12 11:52:30,2026-01,segment_1,200_stab,505.85878125,-56.980559,-79.465412,92.354236908739,15408.6012410757,5128.10885960368,-23659.439033795,28696.5424411424,286.965424411424,379.319661320163,0,normal,,normal_semisynthetic
670,2026-01-12 11:52:40,2026-01,segment_1,200_stab,505.67721875,-56.36281,-79.776166,117.030118418845,15443.868004552,5099.42621209121,-23365.1868201522,28468.3888159341,284.683888159341,401.714006578186,0,normal,,normal_semisynthetic
671,2026-01-12 11:53:00,2026-01,segment_1,200_stab,505.29928125,-55.1302,-80.370221,96.0049148761066,15512.5124367916,5038.8194943597,-22783.9809521865,28020.3057090381,280.203057090381,376.207971966487,0,normal,,normal_semisynthetic
672,2026-01-12 11:53:20,2026-01,segment_1,200_stab,504.9020625,-53.89955,-80.93184,108.731765199708,15579.7288420733,4974.17880497068,-22212.077372106,27583.4513206882,275.834513206882,384.56627840659,0,normal,,normal_semisynthetic
673,2026-01-12 11:53:40,2026-01,segment_1,200_stab,504.4848125,-52.664822,-81.466958,84.8999938079247,15647.102314134,4905.53147410737,-21647.0480270031,27156.7807030917,271.567807030917,356.467800838842,0,normal,,normal_semisynthetic
674,2026-01-12 11:53:50,2026-01,segment_1,200_stab,504.2688125,-52.04544,-81.725604,72.9718059444199,15681.2879001396,4869.75921220192,-21366.9515179631,26947.4296021509,269.474296021509,342.446101965929,0,normal,,normal_semisynthetic
675,2026-01-12 11:54:00,2026-01,segment_1,200_stab,504.048375,-51.425498,-81.978369,101.98962505194,15715.9893449416,4833.10293403237,-21088.8169670531,26741.1556618471,267.411556618471,369.401181670411,0,normal,,normal_semisynthetic
676,2026-01-12 11:54:20,2026-01,segment_1,200_stab,503.59596875,-50.18741,-82.466058,102.157517875031,15787.4167903261,4757.4641797715,-20539.8245727721,26339.3315749191,263.393315749191,365.550833624221,0,normal,,normal_semisynthetic
677,2026-01-12 11:54:40,2026-01,segment_1,200_stab,503.126375,-48.9438,-82.93478,74.1441191143755,15863.1180340741,4678.40035100245,-19996.6166267787,25949.7710996762,259.497710996762,333.641830111137,0,normal,,normal_semisynthetic
678,2026-01-12 11:54:50,2026-01,segment_1,200_stab,502.88684375,-48.32353,-83.161255,68.5137086712876,15902.7556914581,4637.87002391031,-19728.5377428708,25760.8749543327,257.608749543327,326.122458214615,0,normal,,normal_semisynthetic
679,2026-01-12 11:55:10,2026-01,segment_1,200_stab,502.39603125,-47.078052,-83.602458,73.1548253662718,15986.8800282814,4554.40543349109,-19195.3936737328,25392.6383068175,253.926383068175,327.081208434447,0,normal,,normal_semisynthetic
680,2026-01-12 11:55:30,2026-01,segment_1,200_stab,501.893,-45.832273,-84.026995,67.2735546283691,16077.9999753032,4468.29316808055,-18668.039156719,25039.2374683927,250.392374683927,317.665929312296,0,normal,,normal_semisynthetic
681,2026-01-12 11:55:50,2026-01,segment_1,200_stab,501.37784375,-44.583168,-84.437292,68.1799280102073,16177.3550109927,4379.5039690339,-18143.9000314793,24699.9590792938,246.999590792938,315.179518803146,0,normal,,normal_semisynthetic
682,2026-01-12 11:56:10,2026-01,segment_1,200_stab,500.85384375,-43.335798,-84.832951,63.9558238126719,16285.3869174451,4288.59009456791,-17623.6240646106,24376.1760171861,243.761760171861,307.717583984533,0,normal,,normal_semisynthetic
683,2026-01-12 11:56:30,2026-01,segment_1,200_stab,500.3203125,-42.085249,-85.216691,68.0437706221544,16403.1947439779,4195.40353476983,-17103.5501530664,24066.525226274,240.66525226274,308.709022884894,0,normal,,normal_semisynthetic
684,2026-01-12 11:56:50,2026-01,segment_1,200_stab,499.7809375,-40.837257,-85.587796,88.3487061714972,16530.7189911649,4100.59738243013,-16584.3569951794,23772.2625385387,237.722625385387,326.071331556884,0,normal,,normal_semisynthetic
685,2026-01-12 11:57:00,2026-01,segment_1,200_stab,499.50815625,-40.211222,-85.769793,67.4586355164657,16598.532633924,4052.43311614822,-16323.2894839373,23630.1349834636,236.301349834636,303.759985351102,0,normal,,normal_semisynthetic
686,2026-01-12 11:57:20,2026-01,segment_1,200_stab,498.95728125,-38.955151,-86.127128,87.1192047228437,16742.4281464739,3954.7375257529,-15797.0988953877,23355.8811147877,233.558811147877,320.678015870721,0,normal,,normal_semisynthetic
687,2026-01-12 11:57:40,2026-01,segment_1,200_stab,498.4046875,-37.703662,-86.473453,70.2033263333242,16896.1829338338,3856.21762018661,-15268.152137955,23096.9236431078,230.969236431078,301.172562764402,0,normal,,normal_semisynthetic
688,2026-01-12 11:58:00,2026-01,segment_1,200_stab,497.84553125,-36.442898,-86.813303,50.1538813154722,17061.3760927191,3756.06112115746,-14728.7607666448,22850.2722750546,228.502722750546,278.656604066019,0,normal,,normal_semisynthetic
689,2026-01-12 11:58:10,2026-01,segment_1,200_stab,497.5668125,-35.815637,-86.979222,57.4739301158477,17147.3095953406,3705.98380195565,-14457.4122705115,22732.8245464208,227.328245464208,284.802175580056,0,normal,,normal_semisynthetic
690,2026-01-12 11:58:30,2026-01,segment_1,200_stab,497.00934375,-34.561512,-87.305056,74.5793617235732,17326.2860303052,3605.55813360002,-13907.8823160534,22508.4301446349,225.084301446349,299.663663169922,0,normal,,normal_semisynthetic
691,2026-01-12 11:58:40,2026-01,segment_1,200_stab,496.730375,-33.93352,-87.465408,40.2154585292757,17419.347078728,3555.19555897697,-13628.7976849909,22401.2766254554,224.012766254554,264.22822478383,0,normal,,normal_semisynthetic
692,2026-01-12 11:59:00,2026-01,segment_1,200_stab,496.172125,-32.674201,-87.781673,54.629242627827,17612.4403200163,3454.24511109428,-13060.3157374557,22196.8851525543,221.968851525543,276.59809415337,0,normal,,normal_semisynthetic
693,2026-01-12 11:59:10,2026-01,segment_1,200_stab,495.894875,-32.04678,-87.936739,44.485903489472,17711.669705797,3404.04729537437,-12772.3259773459,22100.2962113176,221.002962113176,265.488865602648,0,normal,,normal_semisynthetic
694,2026-01-12 11:59:20,2026-01,segment_1,200_stab,495.61803125,-31.418447,-88.090446,52.4882045860244,17812.9147512415,3353.89309225435,-12480.5190427341,22007.0871853891,220.070871853891,272.559076439915,0,normal,,normal_semisynthetic
695,2026-01-12 11:59:40,2026-01,segment_1,200_stab,495.06428125,-30.15491,-88.394976,35.5294803090277,18021.7010182306,3253.54181067375,-11882.7852539927,21830.4335114262,218.304335114262,253.83381542329,0,normal,,normal_semisynthetic
696,2026-01-12 11:59:50,2026-01,segment_1,200_stab,494.79075,-29.526635,-88.544243,46.5372067955782,18127.8432003771,3203.96959304385,-11579.8461361891,21748.0334004807,217.480334004807,264.017540800385,0,normal,,normal_semisynthetic
697,2026-01-12 12:00:10,2026-01,segment_1,200_stab,494.24465625,-28.262493,-88.84051,48.1930622518412,18345.4171834773,3105.06469843432,-10958.1272282009,21593.4321210576,215.934321210576,264.127383462418,0,normal,,normal_semisynthetic
698,2026-01-12 12:00:20,2026-01,segment_1,200_stab,493.974625,-27.631732,-88.986402,47.2599759060861,18455.6980802785,3056.20332385309,-10641.5941013177,21522.0049113535,215.220049113535,262.480025019621,0,normal,,normal_semisynthetic
699,2026-01-12 12:00:30,2026-01,segment_1,200_stab,493.70765625,-27.00387,-89.130417,62.3196058310732,18566.4175286621,3007.93544357354,-10322.2036451419,21454.7762415062,214.547762415062,276.867368246135,0,normal,,normal_semisynthetic
700,2026-01-12 12:00:40,2026-01,segment_1,200_stab,493.4420625,-26.374625,-89.273571,36.0831298044347,18678.1789523707,2959.95964266618,-9997.70123300931,21391.3477838007,213.913477838007,249.996607642441,0,normal,,normal_semisynthetic
701,2026-01-12 12:01:00,2026-01,segment_1,200_stab,492.91409375,-25.108598,-89.558226,27.6791679314383,18904.8598196093,2864.76922258108,-9331.13276620845,21276.058521219,212.76058521219,240.439753143628,0,normal,,normal_semisynthetic
702,2026-01-12 12:01:10,2026-01,segment_1,200_stab,492.6546875,-24.478189,-89.698375,6.67149592625438,19018.3358358192,2818.09280722883,-8992.27643487457,21224.9801063595,212.249801063595,218.92129698985,0,normal,,normal_semisynthetic
703,2026-01-12 12:01:30,2026-01,segment_1,200_stab,492.1415,-23.212453,-89.976766,10.7907692871141,19246.6131758454,2725.95912214482,-8297.73303900052,21135.6415909892,211.356415909892,222.147185197006,0,normal,,normal_semisynthetic
704,2026-01-12 12:01:40,2026-01,segment_1,200_stab,491.89021875,-22.582748,-90.113848,32.1032862713405,19360.0959693708,2680.9574909281,-7945.07221793088,21097.9861967807,210.979861967807,243.083148239147,0,normal,,normal_semisynthetic
705,2026-01-12 12:02:00,2026-01,segment_1,200_stab,491.39309375,-21.314785,-90.387213,24.6348281276315,19587.6700205638,2592.13647432383,-7220.49634330735,21036.4340081614,210.364340081614,234.999168209246,0,normal,,normal_semisynthetic
706,2026-01-12 12:02:10,2026-01,segment_1,200_stab,491.14946875,-20.681524,-90.522478,30.3013013708008,19700.5609436811,2548.71184624155,-6851.36881744639,21013.0742216255,210.130742216255,240.432043587056,0,normal,,normal_semisynthetic
707,2026-01-12 12:02:20,2026-01,segment_1,200_stab,490.90971875,-20.05001,-90.656575,17.4236690815194,19812.4361015908,2506.0496906018,-6478.4540239626,20994.839267591,209.94839267591,227.372061757429,0,normal,,normal_semisynthetic
708,2026-01-12 12:02:40,2026-01,segment_1,200_stab,490.438875,-18.782766,-90.92341,-11.8519271590456,20034.2364577977,2422.43537612177,-5715.72369724835,20973.9915367038,209.739915367038,197.887988207993,0,normal,,normal_semisynthetic
709,2026-01-18 11:30:00,2026-01,segment_2,200_stab,474.7150625,1.055507,-30.688846,-140.242940906019,20496.3987542541,-5532.31295079566,-6022.76116725499,22067.6799994183,220.676799994183,80.4338590881641,0,normal,,normal_semisynthetic
710,2026-01-18 11:30:20,2026-01,segment_2,200_stab,474.56875,2.32485,-30.935153,-115.576522939522,20954.7300160163,-5527.78269969754,-5029.91466461819,22247.6320796742,222.476320796742,106.89979785722,0,normal,,normal_semisynthetic
711,2026-01-18 11:30:40,2026-01,segment_2,200_stab,474.44375,3.599924,-31.182873,-112.743460000748,21390.3565786071,-5516.42173191471,-3986.83408833524,22447.1180629543,224.471180629543,111.727720628796,0,normal,,normal_semisynthetic
712,2026-01-18 11:30:50,2026-01,segment_2,200_stab,474.38971875,4.234281,-31.306281,-125.494303775071,21596.8467968963,-5508.24324248284,-3451.66219776565,22553.9022591314,225.539022591314,100.044718816243,0,normal,,normal_semisynthetic
713,2026-01-18 11:31:10,2026-01,segment_2,200_stab,474.29759375,5.509319,-31.554757,-100.954326111658,21989.484839695,-5486.79342457826,-2345.29488624444,22784.7043804087,227.847043804087,126.892717692429,0,normal,,normal_semisynthetic
714,2026-01-18 11:31:20,2026-01,segment_2,200_stab,474.2595625,6.149353,-31.679749,-100.61646898832,22174.6281217654,-5473.54430118471,-1775.32875425954,22909.0726949242,229.090726949242,128.474257960922,0,normal,,normal_semisynthetic
715,2026-01-18 11:31:30,2026-01,segment_2,200_stab,474.2273125,6.78238,-31.80357,-106.906973537233,22349.4831855752,-5458.84168904103,-1202.59799704444,23037.8947213241,230.378947213241,123.471973676008,0,normal,,normal_semisynthetic
716,2026-01-18 11:31:50,2026-01,segment_2,200_stab,474.17859375,8.055918,-32.053374,-84.4618499827133,22675.291710866,-5424.57650943841,-25.1232230365982,23315.1349053776,233.151349053776,148.689499071063,0,normal,,normal_semisynthetic
717,2026-01-18 11:32:10,2026-01,segment_2,200_stab,474.15121875,9.329389,-32.304233,-117.997497966421,22964.8471624068,-5384.31031399405,1182.70709626771,23617.2352070611,236.172352070611,118.17485410419,0,normal,,normal_semisynthetic
718,2026-01-18 11:32:30,2026-01,segment_2,200_stab,474.144875,10.603972,-32.556571,-118.330895929991,23216.8676902889,-5338.37137438119,2417.93447382976,23945.0947252027,239.450947252027,121.120051322036,0,normal,,normal_semisynthetic
719,2026-01-18 11:32:40,2026-01,segment_2,200_stab,474.1495,11.243034,-32.68362,-107.342986004276,23328.6395997131,-5313.34995887933,3045.85938312809,24119.1702332525,241.191702332525,133.848716328249,0,normal,,normal_semisynthetic
720,2026-01-18 11:33:00,2026-01,segment_2,200_stab,474.1740625,12.514772,-32.937624,-102.967737376101,23521.5843712789,-5259.90923263339,4309.86251132641,24484.8216521434,244.848216521434,141.880479145333,0,normal,,normal_semisynthetic
721,2026-01-18 11:33:10,2026-01,segment_2,200_stab,474.19378125,13.147949,-33.06472,-110.417856930965,23602.8930265429,-5231.62183204338,4945.29982413394,24676.353388751,246.76353388751,136.345676956544,0,normal,,normal_semisynthetic
722,2026-01-18 11:33:30,2026-01,segment_2,200_stab,474.24825,14.421159,-33.321686,-128.983562499615,23736.5656624656,-5171.71137376467,6232.74252249608,25080.2357910327,250.802357910327,121.818795410712,0,normal,,normal_semisynthetic
723,2026-01-18 11:33:40,2026-01,segment_2,200_stab,474.28296875,15.06118,-33.451613,-102.887665113241,23788.7291003896,-5140.21742719367,6883.76849650358,25292.5233245717,252.925233245717,150.037568132476,0,normal,,normal_semisynthetic
724,2026-01-18 11:33:50,2026-01,segment_2,200_stab,474.322,15.693446,-33.580499,-122.666734375009,23830.4296056666,-5108.30296733431,7528.77022690913,25508.1656636909,255.081656636909,132.4149222619,0,normal,,normal_semisynthetic
725,2026-01-18 11:34:10,2026-01,segment_2,200_stab,474.4144375,16.964773,-33.841371,-128.487933792564,23884.9506509469,-5042.03863870867,8829.37663330582,25959.0237290459,259.590237290459,131.102303497895,0,normal,,normal_semisynthetic
726,2026-01-18 11:34:20,2026-01,segment_2,200_stab,474.46771875,17.603194,-33.973289,-81.1427815359336,23897.7237082123,-5007.87315370068,9483.40582976796,26193.7965573852,261.937965573852,180.795184037918,0,normal,,normal_semisynthetic
727,2026-01-18 11:34:40,2026-01,segment_2,200_stab,474.58734375,18.876457,-34.238369,-106.042158386659,23894.5781720887,-4938.37814489351,10787.3543529087,26677.808355621,266.77808355621,160.735925169551,0,normal,,normal_semisynthetic
728,2026-01-18 11:34:50,2026-01,segment_2,200_stab,474.65328125,19.509454,-34.371192,-53.9796998125692,23879.0821429399,-4903.32415094374,11434.5395420053,26925.8583197673,269.258583197673,215.278883385104,0,normal,,normal_semisynthetic
729,2026-01-18 11:35:10,2026-01,segment_2,200_stab,474.79809375,20.780261,-34.640103,-81.3241511339514,23820.7635318258,-4832.35774406413,12729.6995316045,27437.6694850476,274.376694850476,193.052543716524,0,normal,,normal_semisynthetic
730,2026-01-18 11:35:30,2026-01,segment_2,200_stab,474.959,22.051191,-34.912256,-105.157014322291,23727.1881265619,-4761.14235691984,14017.0032424269,27966.4855288311,279.664855288312,174.507840966021,0,normal,,normal_semisynthetic
731,2026-01-18 11:35:40,2026-01,segment_2,200_stab,475.04490625,22.684257,-35.049109,-84.4951331492136,23667.8523868075,-4725.77980002533,14654.3942987258,28235.6424326518,282.356424326518,197.861291177304,0,normal,,normal_semisynthetic
732,2026-01-18 11:36:00,2026-01,segment_2,200_stab,475.2281875,23.953815,-35.326312,-86.7614087036379,23524.2663791757,-4655.47001054607,15923.3894097063,28785.7402196062,287.857402196062,201.095993492424,0,normal,,normal_semisynthetic
733,2026-01-18 11:36:10,2026-01,segment_2,200_stab,475.32559375,24.591565,-35.467031,-74.2250197121323,23440.1269650203,-4620.60510628354,16555.6300859816,29066.7925858417,290.667925858417,216.442906146285,0,normal,,normal_semisynthetic
734,2026-01-18 11:36:30,2026-01,segment_2,200_stab,475.52953125,25.860942,-35.750235,-88.4349766312654,23249.6983903902,-4552.46273391226,17802.329385078,29634.3773972491,296.343773972491,207.908797341225,0,normal,,normal_semisynthetic
735,2026-01-18 11:36:50,2026-01,segment_2,200_stab,475.74615625,27.130304,-36.037871,-109.333024360042,23029.9693442452,-4486.41551135617,19031.8660040219,30211.2451867257,302.112451867257,192.779427507214,0,normal,,normal_semisynthetic
736,2026-01-18 11:37:00,2026-01,segment_2,200_stab,475.8586875,27.763519,-36.183129,-84.0575383781363,22909.8687526978,-4454.39711111853,19638.2780911298,30501.8967651838,305.018967651838,220.961429273702,0,normal,,normal_semisynthetic
737,2026-01-18 11:37:20,2026-01,segment_2,200_stab,476.091875,29.029404,-36.477277,-52.899787964492,22649.7484168828,-4392.49623994472,20835.8088754904,31087.5547134537,310.875547134537,257.975759170045,0,normal,,normal_semisynthetic
738,2026-01-18 11:37:30,2026-01,segment_2,200_stab,476.21196875,29.66024,-36.625834,-51.6049618492905,22510.50583843,-4362.7876257395,21424.8980977209,31381.2531213624,313.812531213624,262.207569364334,0,normal,,normal_semisynthetic
739,2026-01-18 11:37:40,2026-01,segment_2,200_stab,476.335625,30.297217,-36.777239,-80.4865334579213,22363.6496148073,-4333.61141301387,22014.3317570167,31678.7596771223,316.787596771223,236.301063313301,0,normal,,normal_semisynthetic
740,2026-01-18 11:38:00,2026-01,segment_2,200_stab,476.58865625,31.564893,-37.082968,-99.0547345661186,22053.3358244649,-4278.13225049619,23170.7200616374,32272.8106107003,322.728106107003,223.673371540884,0,normal,,normal_semisynthetic
741,2026-01-18 11:38:20,2026-01,segment_2,200_stab,476.8493125,32.829905,-37.394299,-82.5055123014968,21720.7835254874,-4226.36902230344,24301.7377202959,32866.8387329816,328.668387329816,246.16287502832,0,normal,,normal_semisynthetic
742,2026-01-18 11:38:40,2026-01,segment_2,200_stab,477.116375,34.091551,-37.71151,-62.7709119503789,21367.5335450548,-4178.45603064528,25406.0504869989,33458.9059287212,334.589059287212,271.818147336833,0,normal,,normal_semisynthetic
743,2026-01-18 11:38:50,2026-01,segment_2,200_stab,477.25296875,34.725918,-37.873706,-95.0877158417108,21182.1273100895,-4155.78539835405,25952.1249986449,33755.975198523,337.55975198523,242.472036143519,0,normal,,normal_semisynthetic
744,2026-01-18 11:39:00,2026-01,segment_2,200_stab,477.3899375,35.35559,-38.036586,-81.2126352116636,20993.1162181467,-4134.22322163763,26487.9629812517,34050.1822769145,340.501822769145,259.289187557481,0,normal,,normal_semisynthetic
745,2026-01-18 11:39:20,2026-01,segment_2,200_stab,477.667375,36.614913,-38.368267,-40.7353741925298,20600.7315077386,-4093.88235500256,27540.7821557204,34635.887358914,346.358873589141,305.623499396611,0,normal,,normal_semisynthetic
746,2026-01-18 11:39:30,2026-01,segment_2,200_stab,477.80871875,37.249649,-38.538601,-82.346727308566,20395.9408108333,-4074.92914448588,28061.75942195,34929.3829167793,349.293829167793,266.947101859227,0,normal,,normal_semisynthetic
747,2026-01-18 11:39:50,2026-01,segment_2,200_stab,478.090625,38.50569,-38.882331,-81.2275288510618,19977.4060951332,-4040.04830248643,29073.2241573714,35505.9305959026,355.059305959026,273.831777107964,0,normal,,normal_semisynthetic
748,2026-01-18 11:40:10,2026-01,segment_2,200_stab,478.37625,39.768927,-39.237582,-53.0634276655181,19539.3996779387,-4008.29281333365,30063.9481001746,36079.0178139822,360.790178139822,307.726750474304,0,normal,,normal_semisynthetic
749,2026-01-18 11:40:30,2026-01,segment_2,200_stab,478.662375,41.030483,-39.602738,-55.1153012674807,19085.7250267742,-3979.61466498747,31026.2824053593,36643.3136134892,366.433136134892,311.317834867412,0,normal,,normal_semisynthetic
750,2026-01-18 11:40:50,2026-01,segment_2,200_stab,478.94684375,42.285913,-39.977299,-54.4503756766453,18618.9255054291,-3953.72569313327,31956.5936125536,37195.7014875531,371.957014875531,317.506639198886,0,normal,,normal_semisynthetic
751,2026-01-18 11:41:00,2026-01,segment_2,200_stab,479.08809375,42.911316,-40.16836,-71.8861962545729,18380.9173198664,-3941.68661647697,32409.7063255111,37467.1066271223,374.671066271223,302.78487001665,0,normal,,normal_semisynthetic
752,2026-01-18 11:41:20,2026-01,segment_2,200_stab,479.37084375,44.170564,-40.562721,-65.3732601565993,17891.129095943,-3918.88038913285,33300.9052219292,38005.2682194448,380.052682194448,314.679422037848,0,normal,,normal_semisynthetic
753,2026-01-18 11:41:30,2026-01,segment_2,200_stab,479.51009375,44.795676,-40.763576,-67.35514653153,17642.9340125301,-3908.14414901781,33732.6999233321,38268.0252348819,382.680252348819,315.325105817289,0,normal,,normal_semisynthetic
754,2026-01-18 11:41:50,2026-01,segment_2,200_stab,479.7869375,46.051799,-41.178162,-92.0508617599541,17134.5257325259,-3887.39979216133,34578.7785079156,38786.5411234642,387.865411234642,295.814549474688,0,normal,,normal_semisynthetic
755,2026-01-18 11:42:00,2026-01,segment_2,200_stab,479.9226875,46.675843,-41.389912,-32.5772376834048,16877.3302656337,-3877.36034613209,34988.2758948574,39039.1809627673,390.391809627673,357.814571944268,0,normal,,normal_semisynthetic
756,2026-01-18 11:42:20,2026-01,segment_2,200_stab,480.19140625,47.931044,-41.828382,-67.397554826718,16351.2016703911,-3857.31813375188,35789.8580195577,39536.7504520904,395.367504520904,327.969949694186,0,normal,,normal_semisynthetic
757,2026-01-18 11:42:30,2026-01,segment_2,200_stab,480.3225,48.554667,-42.05287,-53.337800693354,16085.6238164949,-3847.27629997282,36177.0243326493,39778.4604787468,397.784604787468,344.446804094114,0,normal,,normal_semisynthetic
758,2026-01-18 11:42:40,2026-01,segment_2,200_stab,480.453125,49.184769,-42.284441,-55.4125578869801,15814.6041134945,-3836.96098498195,36560.6585010201,40018.8171101426,400.188171101427,344.775613214446,0,normal,,normal_semisynthetic
759,2026-01-18 11:43:00,2026-01,segment_2,200_stab,480.705375,50.430562,-42.757329,-28.1411103953308,15271.2352313012,-3815.73104482548,37296.5816245526,40482.1618712871,404.821618712871,376.68050831754,0,normal,,normal_semisynthetic
760,2026-01-18 11:43:10,2026-01,segment_2,200_stab,480.828,51.052471,-43.001365,-0.54919788113358,14996.4528769336,-3804.54598772323,37652.628709505,40707.3533627357,407.073533627357,406.524335746224,0,normal,,normal_semisynthetic
761,2026-01-18 11:43:20,2026-01,segment_2,200_stab,480.949375,51.680152,-43.253419,-4.41547819490478,14716.8851777851,-3792.74392448566,38004.2558784018,40930.3686849248,409.303686849248,404.888208654343,0,normal,,normal_semisynthetic
762,2026-01-18 11:43:40,2026-01,segment_2,200_stab,481.18175,52.921696,-43.770198,-60.4021726827531,14157.7510064528,-3767.531413927,38676.7100897194,41358.4829252699,413.584829252699,353.182656569946,0,normal,,normal_semisynthetic
763,2026-01-18 11:43:50,2026-01,segment_2,200_stab,481.2946875,53.547273,-44.040414,7.27929361116958,13873.1641430204,-3753.71017622152,39003.8361328446,41567.4663228834,415.674663228834,422.953956840004,0,normal,,normal_semisynthetic
764,2026-01-18 11:44:10,2026-01,segment_2,200_stab,481.50940625,54.786327,-44.596842,-15.8573254616663,13304.4712148869,-3723.68888516542,39628.3934818706,41967.6587764342,419.676587764342,403.819262302676,0,normal,,normal_semisynthetic
765,2026-01-18 11:44:30,2026-01,segment_2,200_stab,481.711375,56.025491,-45.184239,0.749741347877659,12729.9262227361,-3689.57456362151,40221.7021900638,42349.1358726835,423.491358726835,424.241100074713,0,normal,,normal_semisynthetic
766,2026-01-18 11:44:50,2026-01,segment_2,200_stab,481.89934375,57.26404,-45.805916,-10.1188975504884,12150.9774923175,-3650.71518592971,40783.2099615259,42711.1717253635,427.111717253635,416.992819703146,0,normal,,normal_semisynthetic
767,2026-01-18 11:45:00,2026-01,segment_2,200_stab,481.98709375,57.878565,-46.128492,-40.4579962106649,11862.3432495831,-3629.46423718898,41050.0750826467,42883.5267009477,428.835267009477,388.377270798812,0,normal,,normal_semisynthetic
768,2026-01-18 11:45:20,2026-01,segment_2,200_stab,482.15175,59.113402,-46.807973,44.8085212766065,11280.3421932837,-3582.4169043173,41562.7548739874,43215.0717179676,432.150717179676,476.959238456282,0,normal,,normal_semisynthetic
769,2026-01-18 11:45:40,2026-01,segment_2,200_stab,482.29959375,60.345602,-47.532212,-13.0668869821143,10697.9409246543,-3529.18236894313,42043.0308400009,43526.0555349772,435.260555349772,422.193668367657,0,normal,,normal_semisynthetic
770,2026-01-18 11:45:50,2026-01,segment_2,200_stab,482.3666875,60.958544,-47.911574,-10.2470472710763,10408.0187474344,-3500.18157161487,42270.3430350453,43673.3331173798,436.733331173798,426.486283902722,0,normal,,normal_semisynthetic
771,2026-01-18 11:46:00,2026-01,segment_2,200_stab,482.42896875,61.568029,-48.302534,69.7635336818665,10119.8017373076,-3469.59344165842,42488.7841392158,43814.8975062328,438.148975062328,507.912508744195,0,normal,,normal_semisynthetic
772,2026-01-18 11:46:20,2026-01,segment_2,200_stab,482.54009375,62.790762,-49.132074,13.4338004614536,9542.44176430797,-3402.70102604507,42904.3999284018,44084.2840739657,440.842840739657,454.27664120111,0,normal,,normal_semisynthetic
773,2026-01-18 11:46:40,2026-01,segment_2,200_stab,482.6315625,64.008954,-50.02601,23.001570718801,8969.42043772016,-3328.30306099637,43288.9134207425,44333.4876747022,443.334876747022,466.336447465823,0,normal,,normal_semisynthetic
774,2026-01-18 11:46:50,2026-01,segment_2,200_stab,482.669875,64.620078,-50.503078,40.2778731160029,8683.17669073099,-3287.91273009328,43470.9138830191,44451.4148412402,444.514148412402,484.792021528405,0,normal,,normal_semisynthetic
775,2026-01-18 11:47:10,2026-01,segment_2,200_stab,482.73,65.824732,-51.506965,80.7429524127543,8122.06915279887,-3202.00342989926,43808.8808547234,44670.3355150964,446.703355150964,527.446307563719,0,normal,,normal_semisynthetic
776,2026-01-18 11:47:20,2026-01,segment_2,200_stab,482.75225,66.431397,-52.047937,50.2150562588562,7841.36171327195,-3155.46299708051,43968.8854082407,44773.9520735808,447.739520735808,497.954576994664,0,normal,,normal_semisynthetic
777,2026-01-18 11:47:40,2026-01,segment_2,200_stab,482.77971875,67.627411,-53.194015,58.7530451215036,7292.29173951707,-3056.99262390179,44265.0236839717,44965.7096514599,449.657096514599,508.410141636102,0,normal,,normal_semisynthetic
778,2026-01-18 11:48:00,2026-01,segment_2,200_stab,482.7845,68.820884,-54.45911,20.2421824111649,6750.93215865466,-2949.43788075664,44536.0668784173,45141.2840072373,451.412840072373,471.655022483538,0,normal,,normal_semisynthetic
779,2026-01-18 11:48:20,2026-01,segment_2,200_stab,482.7656875,70.006222,-55.859271,100.956112427623,6220.58756418224,-2832.88588624049,44782.4994521994,45301.1391608904,453.011391608904,553.967504036528,0,normal,,normal_semisynthetic
780,2026-01-18 11:48:40,2026-01,segment_2,200_stab,482.7230625,71.17178,-57.404991,70.4744897263765,5706.90122727598,-2708.18975430758,45004.2542375361,45445.4168518676,454.454168518676,524.928658245052,0,normal,,normal_semisynthetic
